firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name443,lastname443,January,20,1999,BS Information Technology Entrepreneurship,Smart,Male
name444,lastname444,April,16,1999,BS Communications Technology,Smart,Female
name445,lastname445,September,23,1997,BS Legal Managemnet,Smart,Male
name446,lastname446,July,16,2000,BS Legal Management,Globe,Male
name447,lastname447,May,26,1998,BS Communications Technology,Smart,Male
name448,lastname448,January,23,1998,BS Communications Technology,Smart,Female
name449,lastname449,April,26,1997,BS Information Technology Entrepreneurship,Smart,Female
name450,lastname450,March,28,2001,BS Management,Smart,Male
name451,lastname451,March,26,2000,BS Legal Management,Smart,Male
name452,lastname452,December,27,1998,BS Legal Management,Globe,Male
name453,lastname453,October,24,1999,BS Information Technology Entrepreneurship,Globe,Male
name454,lastname454,August,3,1999,BS Information Technology Entrepreneurship,Smart,Male
name455,lastname455,March,4,1999,BS Management Engineering,Globe,Female
name456,lastname456,March,21,2000,BS Management,Smart,Female
name457,lastname457,December,24,1997,BS Information Technology Entrepreneurship,Globe,Female
name458,lastname458,January,11,1998,BS Information Technology Entrepreneurship,Globe,Female
name459,lastname459,January,26,2001,BS Information Technology Entrepreneurship,Globe,Male
name460,lastname460,April,26,1997,BS Legal Managemnet,Smart,Male
name461,lastname461,April,14,1997,BS Communications Technology,Globe,Female
name462,lastname462,August,13,2000,BS Legal Managemnet,Globe,Female
name463,lastname463,December,9,2001,BS Management Engineering,Globe,Female
name464,lastname464,January,24,1999,BS Communications Technology,Smart,Male
name465,lastname465,February,27,1999,BS Management Engineering,Globe,Male
name466,lastname466,February,5,1997,BS Legal Management,Smart,Male
name467,lastname467,October,26,1999,BS Information Technology Entrepreneurship,Globe,Male
name468,lastname468,June,8,2000,BS Communications Technology,Smart,Female
name469,lastname469,August,8,1999,BS Information Technology Entrepreneurship,Smart,Female
name470,lastname470,June,21,1998,BS Information Technology Entrepreneurship,Globe,Male
name471,lastname471,May,24,1999,BS Communications Technology,Globe,Male
name472,lastname472,January,28,1999,BS Management Engineering,Globe,Female
name473,lastname473,December,7,1999,BS Management Engineering,Smart,Female
name474,lastname474,November,19,1998,BS Management,Globe,Male
name475,lastname475,September,7,1998,BS Information Technology Entrepreneurship,Globe,Female
name476,lastname476,March,7,1998,BS Management,Smart,Female
name477,lastname477,November,20,2000,BS Management Engineering,Globe,Male
name478,lastname478,August,4,1998,BS Management,Globe,Male
name479,lastname479,May,19,1999,BS Management Engineering,Smart,Male
name480,lastname480,June,3,1997,BS Information Technology Entrepreneurship,Globe,Female
name481,lastname481,August,14,1999,BS Management Engineering,Globe,Female
name482,lastname482,January,20,2000,BS Legal Managemnet,Globe,Male
name483,lastname483,November,17,2000,BS Legal Management,Smart,Female
name484,lastname484,June,10,1998,BS Management,Globe,Female
name485,lastname485,July,3,1997,BS Management Engineering,Smart,Female
name486,lastname486,May,9,1998,BS Management,Globe,Male
name487,lastname487,November,10,1997,BS Information Technology Entrepreneurship,Globe,Female
name488,lastname488,November,16,1998,BS Management Engineering,Smart,Male
name489,lastname489,July,9,1999,BS Information Technology Entrepreneurship,Globe,Male
name490,lastname490,September,2,1997,BS Communications Technology,Globe,Male
name491,lastname491,April,20,2001,BS Communications Technology,Smart,Male
name492,lastname492,June,15,1997,BS Management,Smart,Male
name493,lastname493,July,27,1998,BS Information Technology Entrepreneurship,Smart,Female
name494,lastname494,December,9,2000,BS Legal Management,Smart,Female
name495,lastname495,June,5,1997,BS Information Technology Entrepreneurship,Globe,Male
name496,lastname496,September,8,1999,BS Information Technology Entrepreneurship,Globe,Male
name497,lastname497,May,19,1999,BS Management Engineering,Globe,Female
name498,lastname498,July,28,1998,BS Management Engineering,Smart,Male
name499,lastname499,July,3,1997,BS Legal Managemnet,Globe,Female
name500,lastname500,December,11,1998,BS Management,Smart,Female
name501,lastname501,June,22,1997,BS Management,Globe,Male
name502,lastname502,July,24,1997,BS Management Engineering,Globe,Female
name503,lastname503,May,10,1997,BS Information Technology Entrepreneurship,Globe,Female
name504,lastname504,June,5,2000,BS Legal Managemnet,Smart,Female
name505,lastname505,July,20,1999,BS Management,Globe,Female
name506,lastname506,May,4,1999,BS Management Engineering,Globe,Female
name507,lastname507,August,12,1999,BS Management Engineering,Smart,Male
name508,lastname508,September,22,1997,BS Communications Technology,Globe,Male
name509,lastname509,April,10,2001,BS Communications Technology,Globe,Female
name510,lastname510,December,28,1998,BS Communications Technology,Smart,Female
name511,lastname511,April,11,1998,BS Management Engineering,Globe,Male
name512,lastname512,August,18,1998,BS Management Engineering,Globe,Female
name513,lastname513,April,5,1999,BS Management Engineering,Globe,Female
name514,lastname514,January,12,1999,BS Information Technology Entrepreneurship,Globe,Male
name515,lastname515,June,11,1998,BS Legal Management,Globe,Female
name516,lastname516,February,17,2000,BS Information Technology Entrepreneurship,Globe,Male
name517,lastname517,April,27,2001,BS Management Engineering,Globe,Male
name518,lastname518,February,26,1997,BS Communications Technology,Smart,Male
name519,lastname519,November,24,1997,BS Management,Globe,Male
name520,lastname520,May,15,2000,BS Management Engineering,Globe,Female
name521,lastname521,November,21,1999,BS Information Technology Entrepreneurship,Globe,Male
name522,lastname522,July,13,1997,BS Management Engineering,Globe,Female
name523,lastname523,August,21,2000,BS Communications Technology,Globe,Male
name524,lastname524,December,11,1997,BS Legal Managemnet,Globe,Male
name525,lastname525,June,15,2001,BS Communications Technology,Globe,Female
name526,lastname526,March,10,1998,BS Management Engineering,Smart,Male
name527,lastname527,April,1,2001,BS Management,Smart,Male
name528,lastname528,June,11,1998,BS Management,Globe,Female
name529,lastname529,February,11,1997,BS Legal Management,Globe,Female
name530,lastname530,November,18,1997,BS Management Engineering,Globe,Male
name531,lastname531,November,19,2000,BS Management,Globe,Male
name532,lastname532,October,9,1998,BS Information Technology Entrepreneurship,Globe,Male
name533,lastname533,May,4,2001,BS Information Technology Entrepreneurship,Globe,Male
name534,lastname534,May,23,2001,BS Communications Technology,Globe,Female
name535,lastname535,March,4,1997,BS Management Engineering,Globe,Male
name536,lastname536,June,15,2000,BS Information Technology Entrepreneurship,Smart,Female
name537,lastname537,April,13,1998,BS Legal Management,Globe,Female
name538,lastname538,March,9,1999,BS Management,Globe,Male
name539,lastname539,November,18,1998,BS Management,Smart,Male
name540,lastname540,February,4,1997,BS Management Engineering,Smart,Male
name541,lastname541,October,20,1997,BS Management,Smart,Female
name542,lastname542,March,5,1997,BS Information Technology Entrepreneurship,Smart,Female
name543,lastname543,June,4,1998,BS Management,Globe,Female
name544,lastname544,November,22,1998,BS Communications Technology,Globe,Male
name545,lastname545,February,7,1999,BS Management Engineering,Globe,Female
name546,lastname546,December,21,1998,BS Management,Globe,Male
name547,lastname547,November,9,1998,BS Legal Management,Globe,Female
name548,lastname548,June,3,1997,BS Legal Managemnet,Globe,Male
name549,lastname549,June,20,2000,BS Management,Globe,Male
name550,lastname550,March,12,1998,BS Communications Technology,Smart,Female
name551,lastname551,February,11,1997,BS Legal Management,Globe,Male
name552,lastname552,March,26,1997,BS Legal Management,Globe,Female
name553,lastname553,November,5,1998,BS Information Technology Entrepreneurship,Globe,Male
name554,lastname554,November,28,2001,BS Information Technology Entrepreneurship,Globe,Male
name555,lastname555,April,21,2001,BS Management,Smart,Female
name556,lastname556,January,19,1998,BS Management Engineering,Globe,Female
name557,lastname557,April,22,1998,BS Management Engineering,Globe,Male
name558,lastname558,August,24,1999,BS Management Engineering,Globe,Female
name559,lastname559,August,1,2001,BS Legal Management,Smart,Male
name560,lastname560,December,15,1997,BS Management,Globe,Female
name561,lastname561,December,26,1999,BS Legal Managemnet,Smart,Female
name562,lastname562,January,8,1999,BS Management Engineering,Globe,Female
name563,lastname563,December,18,1999,BS Communications Technology,Globe,Female
name564,lastname564,March,23,1999,BS Information Technology Entrepreneurship,Globe,Female
name565,lastname565,August,26,1997,BS Management Engineering,Globe,Female
name566,lastname566,February,11,1997,BS Management Engineering,Globe,Female
name567,lastname567,August,2,1997,BS Management,Smart,Female
name568,lastname568,January,6,1999,BS Management Engineering,Globe,Female
name569,lastname569,October,10,2001,BS Management,Globe,Female
name570,lastname570,August,21,2000,BS Communications Technology,Smart,Female
name571,lastname571,March,27,1999,BS Information Technology Entrepreneurship,Globe,Male
name572,lastname572,March,8,1998,BS Legal Managemnet,Globe,Male
name573,lastname573,June,13,2000,BS Information Technology Entrepreneurship,Globe,Female
name574,lastname574,December,6,1999,BS Legal Management,Globe,Female
name575,lastname575,May,15,1997,BS Management Engineering,Globe,Male
name576,lastname576,November,3,1997,BS Legal Managemnet,Smart,Male
name577,lastname577,December,17,1997,BS Communications Technology,Smart,Female
name578,lastname578,September,14,2001,BS Communications Technology,Smart,Female
name579,lastname579,August,4,1998,BS Communications Technology,Smart,Male
name580,lastname580,January,8,1998,BS Information Technology Entrepreneurship,Smart,Female
name581,lastname581,December,26,1999,BS Management,Smart,Female
name582,lastname582,May,24,1999,BS Management Engineering,Globe,Female
name583,lastname583,August,11,1997,BS Management Engineering,Smart,Male
name584,lastname584,June,11,1998,BS Management Engineering,Globe,Male
name585,lastname585,September,22,1999,BS Legal Managemnet,Globe,Male
name586,lastname586,August,27,1999,BS Information Technology Entrepreneurship,Globe,Male
name587,lastname587,February,19,1999,BS Management,Globe,Female
name588,lastname588,November,24,1997,BS Management,Globe,Female
name589,lastname589,September,19,1999,BS Information Technology Entrepreneurship,Globe,Male
name590,lastname590,April,18,1998,BS Management Engineering,Globe,Female
name591,lastname591,November,16,2000,BS Management Engineering,Smart,Male
name592,lastname592,August,2,1999,BS Information Technology Entrepreneurship,Globe,Female
name593,lastname593,March,17,1998,BS Information Technology Entrepreneurship,Smart,Male
name594,lastname594,May,10,1997,BS Information Technology Entrepreneurship,Globe,Male
name595,lastname595,October,9,2000,BS Management Engineering,Globe,Female
name596,lastname596,April,14,1997,BS Management Engineering,Globe,Female
name597,lastname597,June,13,2001,BS Management,Globe,Female
name598,lastname598,December,9,1998,BS Management,Globe,Male
name599,lastname599,March,3,1997,BS Management,Globe,Female
name600,lastname600,August,23,1999,BS Management,Globe,Male
name601,lastname601,June,7,2000,BS Management Engineering,Globe,Male
name602,lastname602,January,27,1997,BS Communications Technology,Globe,Female
name603,lastname603,August,24,1999,BS Information Technology Entrepreneurship,Globe,Male
name604,lastname604,September,16,1999,BS Information Technology Entrepreneurship,Smart,Male
name605,lastname605,March,16,1997,BS Communications Technology,Smart,Female
name606,lastname606,July,27,1997,BS Information Technology Entrepreneurship,Globe,Male
name607,lastname607,April,5,1999,BS Management Engineering,Globe,Male
name608,lastname608,September,13,2000,BS Legal Managemnet,Smart,Female
name609,lastname609,January,18,1998,BS Management Engineering,Globe,Male
